#int double real img int16 real16 img16 error
0 188.4860681184 13.7290228392 0.0000000000 0.0250297564 0.1582079531 0.0000000000 184.1670166713
1 188.5791251551 13.7321411729 0.0861624254 0.0119126194 0.1046479690 0.0310068056 185.7116131641
2 188.8587061270 13.7415052830 0.1724490738 0.0169297433 0.1116367077 -0.0668355358 185.8305745066
3 189.3260446269 13.7571425636 0.2589847736 0.1002597087 0.0343638417 0.3147679067 188.3177676077
4 189.9832100682 13.7790988937 0.3458955704 0.0434909725 0.1846675008 -0.0968962676 185.0046295072
5 190.8331280651 13.8074389758 0.4333093510 0.3490563085 0.5908078249 0.0015564440 174.8657495514
6 191.8796094557 13.8422468144 0.5213564867 0.6412307248 0.0571001312 -0.7987304300 191.7728985429
7 193.1273884741 13.8836263430 0.6101705024 0.4687211315 -0.1053804132 -0.6764732810 197.3477622511
8 194.5821707445 13.9317022090 0.6998887794 0.0061898768 0.0681173132 0.0393688772 192.6352727063
9 196.2506919591 13.9866207256 0.7906532986 0.0860211471 -0.2885525071 -0.0525223548 204.4915160046
10 198.1407883091 14.0485510059 0.8826114345 0.0808231856 -0.2016357921 -0.2004150517 204.2407701474
11 200.2614799803 14.1176862964 0.9759168086 0.1735389995 0.3525803400 -0.2218695639 190.9128341851
12 202.6230693034 14.1942455282 1.0707302128 0.5866222589 -0.3745536668 -0.6680806909 215.2733733431
13 205.2372554760 14.2784751115 1.1672206160 0.0207555091 0.0901211585 -0.1123996704 202.9468159733
14 208.1172681595 14.3706510007 1.2655662670 0.0936690975 0.2935880612 -0.0864589373 199.9916731564
15 211.2780227138 14.4710810642 1.3659559101 0.1301868752 0.0383007294 -0.3587755974 211.2798469646
16 214.7363003814 14.5801077982 1.4685901313 1.0158084743 -0.4893032624 0.8811304056 227.4322586441
17 218.5109573936 14.6981114318 1.5736828563 0.1189166812 0.2975554674 -0.1742912076 210.4314254120
18 222.6231677846 14.8255134777 1.6814630260 0.3740638674 -0.3030182806 0.5312662130 230.1954258696
19 227.0967056609 14.9627807955 1.7921764774 0.1411860973 0.2855922117 0.2441785943 217.8161621717
20 231.9582738862 15.1104302446 1.9060880645 0.3954869613 -0.4706564531 -0.4170964690 248.1674490588
21 237.2378876054 15.2690340189 2.0234840589 0.2512202903 -0.4036072878 -0.2971892453 251.0172101122
22 242.9693228617 15.4392257747 2.1446748794 1.0024842721 -1.0000305185 -0.0492263558 275.0623501049
23 249.1906428172 15.6217076840 2.2699982056 0.0729637050 -0.2429883724 -0.1179845576 257.3910426404
24 255.9448169220 15.8172585702 2.3998225448 0.0180005335 -0.0294503616 0.1308938871 256.2662212230
25 263.2804519341 16.0267433206 2.5345513347 0.0164609335 0.1200292978 0.0453199866 259.2198237101
26 271.2526581761 16.2511238057 2.6746276799 0.9829581176 -0.9567552721 0.2599566637 301.9417384735
27 279.9240801272 16.4914715874 2.8205398434 0.6047578471 0.3617969298 0.6883754997 264.7125293481
28 289.3661277387 16.7489827619 2.9728276405 0.3915884874 -0.2107303079 -0.5892208625 300.3200569486
29 299.6604542455 17.0249953601 3.1320899148 0.1947468638 0.0173039949 0.4409619434 296.5037353329
30 310.9007383996 17.3210098284 3.2989933197 0.0356180139 -0.1066927091 -0.1556749168 315.6595483618
