#int double real img int16 real16 img16 error
0 2987.3028623466 54.6562243697 0.0000000000 1.0000610380 -1.0000305185 0.0000000000 3097.6187081769
1 2988.7777169865 54.6686386797 0.3430187938 0.6624838578 0.7715994751 0.2590716269 2904.8978821530
2 2993.2087767777 54.7059178738 0.6865321283 0.5768472447 0.6278267769 -0.4274117252 2925.6808075887
3 3000.6155928471 54.7681710088 1.0310369545 0.0947524324 -0.2888271737 0.1064485611 3032.1279125594
4 3011.0309631897 54.8555807335 1.3770350686 0.1149375154 -0.2122257149 0.2643818476 3033.7013042282
5 3024.5012556637 54.9684046326 1.7250355971 0.5417637243 -0.6310007019 -0.3789483322 3095.7206219267
6 3041.0868679848 55.1069771337 2.0755575577 0.0675324683 0.2590716269 0.0203558458 3012.5165925502
7 3060.8628327036 55.2717120043 2.4291325228 0.6080545726 -0.6188848537 0.4743797113 3127.5798756976
8 3083.9195778723 55.4631054743 2.7863074167 0.1373620397 -0.3704336680 0.0118717002 3125.0815867007
9 3110.3638570170 55.6817400266 3.1476474759 0.0665384471 0.2537003693 -0.0466322825 3082.4710034235
10 3140.3198653991 55.9282889133 3.5137394090 0.1218934779 -0.0226142155 -0.3483993042 3145.4196763659
11 3173.9305633291 56.2035214621 3.8851947938 1.2022274555 -0.4496292001 -1.0000305185 3233.4449063096
12 3211.3592317455 56.5083092537 4.2626537544 0.1192103265 0.2219916379 0.2644428846 3184.1352409066
13 3252.7912904324 56.8436332646 4.6467889683 1.0124557459 -1.0000305185 0.1113315226 3366.4598140915
14 3298.4364153959 57.2105920889 5.0383100570 0.0272070207 0.1000091556 0.1311685537 3285.6987207227
15 3348.5309991567 57.6104113730 5.4379684249 0.3033788911 -0.3689382611 -0.4089785455 3395.7917728628
16 3403.3410064885 58.0444546191 5.8465626188 0.1932865819 -0.1138950774 -0.4246345408 3421.7215532355
17 3463.1652885134 58.5142355459 6.2649442926 0.2440359126 0.3032929472 0.3899349956 3423.0295724754
18 3528.3394310598 59.0214322260 6.6940248767 0.4095103464 0.1503036592 0.6220282601 3502.6789216454
19 3599.2402283232 59.5679032611 7.1347830657 0.1080506305 0.3080538347 -0.1146885586 3564.2845928820
