#int double real img int16 real16 img16 error
0 0.1884860681 0.4341498222 0.0000000000 0.0005100234 0.0225836970 0.0000000000 0.1693866754
1 0.1885791252 0.4342484326 0.0027246951 0.0007570140 -0.0186773278 -0.0202032533 0.2056674352
2 0.1888587061 0.4345445517 0.0054533185 0.0000810542 -0.0000305185 -0.0090029603 0.1890644757
3 0.1893260446 0.4350390460 0.0081898176 0.0000048292 -0.0000305185 -0.0021973327 0.1893934188
4 0.1899832101 0.4357333661 0.0109381784 0.0063116277 -0.0794091617 -0.0024109622 0.2655500234
5 0.1908331281 0.4366295582 0.0137024448 0.0112626917 -0.1019928587 -0.0293282876 0.2919657519
6 0.1918796095 0.4377302787 0.0164867397 0.0005698934 -0.0238044374 0.0018005921 0.2132299771
7 0.1931273885 0.4390388143 0.0192952855 0.0525577742 -0.2290719321 -0.0091555528 0.4471814196
8 0.1945821707 0.4405591066 0.0221324265 0.0150498257 -0.0059816279 0.1225318155 0.2094786649
9 0.1962506920 0.4422957826 0.0250026526 0.0025755323 -0.0299691763 0.0409558397 0.2232886956
10 0.1981407883 0.4442541900 0.0279106242 0.0002578449 -0.0101016266 0.0124820704 0.2066772484
11 0.2002614800 0.4464404399 0.0308611992 0.0035754622 0.0462965789 0.0378429518 0.1601638544
12 0.2026230693 0.4488614554 0.0338594623 0.0066698874 0.0684835353 0.0444959868 0.1448004978
13 0.2052372555 0.4515250287 0.0369107568 0.0083140748 -0.0493179113 0.0766930143 0.2524262785
14 0.2081172682 0.4544398862 0.0400207193 0.0103600257 0.0010071108 0.1017792291 0.2094153953
15 0.2112780227 0.4576157637 0.0431953186 0.0092741966 -0.0415967284 0.0868556780 0.2511193392
16 0.2147363004 0.4610634917 0.0464408976 0.0217375481 -0.1175267800 -0.0890224921 0.3531170325
17 0.2185109574 0.4647950943 0.0497642214 0.0362336846 -0.1755424665 -0.0736106449 0.4252535494
18 0.2226231678 0.4688239007 0.0531725296 0.0336931544 -0.1794183172 -0.0387585070 0.4286692886
19 0.2270967057 0.4731646744 0.0566735964 0.0482377943 -0.1868953520 0.1153599658 0.4391233285
20 0.2319582739 0.4778337600 0.0602757970 0.0101502921 -0.0485854671 -0.0882595294 0.2991799458
21 0.2372378876 0.4828492517 0.0639881844 0.0618006430 -0.2457655568 0.0374156926 0.5315856365
22 0.2429693229 0.4882311876 0.0678205746 0.0048735825 -0.0624713889 0.0311593982 0.3046173696
23 0.2491906428 0.4940017722 0.0717836461 0.0320452210 -0.1716666158 0.0507522813 0.4435567211
24 0.2559448169 0.5001856342 0.0758890522 0.0195272339 -0.0610980560 0.1256752220 0.3175180436
25 0.2632804519 0.5068101237 0.0801495506 0.0079917766 0.0307931761 0.0839259011 0.2266063952
26 0.2712526582 0.5139056576 0.0845791536 0.0063275031 -0.0788293100 -0.0106509598 0.3604035163
27 0.2799240801 0.5215061218 0.0891933014 0.0422045243 -0.1674245430 -0.1190527055 0.5179918603
28 0.2893661277 0.5296493402 0.0940090644 0.0014888361 -0.0253913999 -0.0290536210 0.3232146477
29 0.2996604542 0.5383776249 0.0990453797 0.0129032001 -0.0007324442 0.1135898923 0.2908512095
30 0.3109007384 0.5477384243 0.1043233288 0.0476978495 -0.1247901852 -0.1792352062 0.5327001734
31 0.3231948449 0.5577850883 0.1098664651 0.0261280465 -0.0961333048 0.1299478133 0.4280125255
32 0.3366674576 0.5685777777 0.1157012029 0.0009845053 0.0253913999 0.0184331797 0.3045125093
33 0.3514633076 0.5801845490 0.1218572803 0.0125467733 -0.1108737449 0.0159306619 0.4887820141
34 0.3677511556 0.5926826565 0.1283683149 0.0069415708 -0.0664693136 0.0502334666 0.4405863743
35 0.3857287361 0.6061601224 0.1352724733 0.0115383027 -0.0983001190 0.0433057649 0.5047221072
36 0.4056289404 0.6207176427 0.1426132827 0.0283608778 -0.0757164220 0.1504257332 0.4850814409
37 0.4277276070 0.6364709152 0.1504406232 0.0079866093 -0.0893581957 -0.0013122959 0.5498568467
38 0.4523534145 0.6535535022 0.1588119462 0.0115672565 -0.0551774651 0.0923184912 0.5067209636
39 0.4799005566 0.6721203780 0.1677937842 0.0170338762 -0.0842921232 0.0996429334 0.5768044105
40 0.5108451304 0.6923523583 0.1774636365 0.0003423546 -0.0019226661 -0.0184026612 0.5203814161
41 0.5457665396 0.7144616793 0.1879123425 0.0188487584 -0.0253913999 0.1349223304 0.5501905201
42 0.5853757522 0.7386990900 0.1992470995 0.0014027403 0.0040589618 -0.0372325816 0.5956187576
43 0.6305530467 0.7653629597 0.2115953369 0.0166556756 -0.1242103336 0.0350352489 0.8225141088
44 0.6823990812 0.7948110996 0.2251097449 0.0127870059 0.0245368816 0.1103854488 0.6064840350
45 0.7423049603 0.8274762938 0.2399748810 0.0067218621 -0.0533463546 -0.0622577593 0.8671931067
46 0.8120498445 0.8638869711 0.2564159622 0.0006891556 -0.0248115482 0.0085757012 0.8512098532
47 0.8939392465 0.9046951184 0.2747107374 0.0143353785 -0.1138340403 -0.0371105075 1.1346341360
48 0.9910046607 0.9507145787 0.2952057765 0.0065339368 0.0780663472 0.0209662160 0.8367222724
49 1.1072977866 1.0029745400 0.3183392195 0.0052963152 -0.0380870998 0.0620136113 1.1495121554
50 1.2483343899 1.0627957395 0.3446731873 0.0009914348 0.0269783624 0.0162358470 1.1807887252
51 1.4217817566 1.1319014974 0.3749410045 0.0188611225 -0.0270393994 0.1346476638 1.4008848918
52 1.6385557831 1.2125836819 0.4101177848 0.0053765051 -0.0428785058 0.0594805750 1.6991317578
53 1.9146330521 1.3079581595 0.4515290744 0.0013492456 -0.0335093234 0.0150456252 1.9900528092
54 2.2741658131 1.4223715786 0.5010238573 0.0049717518 -0.0590227973 -0.0385753960 2.4856966511
55 2.7550942187 1.5620755405 0.5612612800 0.0165263964 -0.1110873745 0.0646992401 3.0460479996
56 3.4198414631 1.7363984363 0.6362090329 0.0203045790 -0.1372417371 0.0383312479 3.8679853452
57 4.3771360944 1.9599036783 0.7320612447 0.0184421778 -0.0960722678 0.0959807123 4.6316355350
58 5.8304949093 2.2566610841 0.8590550977 0.0044145755 0.0661641285 0.0060731834 5.5258550584
59 8.1983955772 2.6695159789 1.0354129687 0.0038617915 -0.0620441298 -0.0035096286 8.5407807902
60 12.4592246962 3.2828308334 1.2970144238 0.0730948432 0.2362743004 0.1314127018 10.6401340832
61 21.3719920440 4.2888489675 1.7256206356 0.0025393874 -0.0319833979 0.0389416181 21.5144784383
62 45.4888595382 6.2411739637 2.5566789185 0.0034113541 -0.0554521317 0.0183416242 46.0906564059
63 159.5000153513 11.6565438326 4.8605556503 0.0002299511 -0.0150456252 0.0018921476 159.8326115037
64 12205.3319300033 101.6997692102 43.1565623353 0.0020541769 0.0163579211 0.0422681356 12198.3584957234
65 259.1709415895 -14.7799857714 -6.3814545509 0.0028651634 -0.0122989593 0.0520950957 259.4751348362
66 55.4262695751 -6.8163869402 -2.9938501394 0.0128360672 -0.1101413007 0.0265511032 54.0965542433
67 23.2126140728 -4.3989976885 -1.9650530297 0.0027248110 0.0342417676 0.0393993957 23.6714416011
68 12.5905455911 -3.2306426440 -1.4674786873 0.0070025771 0.0288399915 0.0785546434 13.0144461106
69 7.8411361022 -2.5422052444 -1.1740224009 0.0031738300 -0.0298776208 0.0477614673 7.8045459088
70 5.3229819747 -2.0884904604 -0.9804027598 0.0140777226 -0.0925931578 -0.0741904965 4.8048267089
71 3.8330883591 -1.7670246068 -0.8430376018 0.0173559398 -0.0552385022 0.1196020386 3.8568867455
72 2.8812888370 -1.5274040774 -0.7404901224 0.0201679158 0.0661336100 0.1256752220 3.2896047652
73 2.2377359129 -1.3419501661 -0.6609883998 0.0032953284 -0.0512710959 -0.0258186590 2.0692930617
74 1.7831543970 -1.1941992883 -0.5975302978 0.0209287606 -0.1108737449 -0.0929288614 1.4282168427
75 1.4507061270 -1.0737451779 -0.5456898568 0.0019672196 -0.0221564379 -0.0384228034 1.3631587417
76 1.2006066402 -0.9736877901 -0.5025323150 0.0505711689 -0.0560625019 -0.2177800836 0.9231200028
77 1.0079920191 -0.8892713426 -0.4660348682 0.0087344110 -0.0820032350 0.0448316904 0.9126664382
78 0.8566855936 -0.8171114393 -0.4347579664 0.0078524571 -0.0132450331 0.0876186407 0.9190785187
79 0.7358013084 -0.7547340056 -0.4076492232 0.0083258177 -0.0901211585 0.0142826624 0.6197367527
80 0.6377996884 -0.7002885171 -0.3839214519 0.0225186802 -0.0176396985 -0.1490218818 0.5211872176
81 0.5573279360 -0.6523632096 -0.3629740744 0.0043678211 -0.0014954070 0.0660725730 0.6077099222
82 0.4905027243 -0.6098623274 -0.3443409152 0.0014159668 -0.0225531785 -0.0301217689 0.4436657083
