#int double real img int16 real16 img16 error
0 0.0029873029 0.0546562244 0.0000000000 0.0000000009 -0.0000305185 0.0000000000 0.0029906398
1 0.0029887777 0.0546686387 0.0003430188 0.0009747165 0.0312204352 -0.0000305185 0.0005499578
2 0.0029932088 0.0547059179 0.0006865321 0.0009747165 0.0312204352 -0.0000305185 0.0005520821
3 0.0030006156 0.0547681710 0.0010310370 0.0009747165 0.0312204352 -0.0000305185 0.0005556228
4 0.0030110310 0.0548555807 0.0013770351 0.0010786650 -0.0312509537 -0.0101016266 0.0075460949
5 0.0030245013 0.0549684046 0.0017250356 0.0009747165 0.0312204352 -0.0000305185 0.0005670480
6 0.0030410869 0.0551069771 0.0020755576 0.0009747165 0.0312204352 -0.0000305185 0.0005750024
7 0.0030608628 0.0552717120 0.0024291325 0.0009747156 0.0312204352 0.0000000000 0.0005843646
8 0.0030839196 0.0554631055 0.0027863074 0.0010974425 0.0110782189 0.0312204352 0.0027785178
9 0.0031103639 0.0556817400 0.0031476475 0.0009750881 0.0312204352 0.0006103702 0.0006047932
10 0.0031403199 0.0559282889 0.0035137394 0.0009822597 0.0312204352 0.0027466659 0.0006110664
11 0.0031739306 0.0562035215 0.0038851948 0.0009892684 0.0312204352 0.0038148137 0.0006241596
12 0.0032113592 0.0565083093 0.0042626538 0.0011036036 0.0113528855 0.0312204352 0.0027657343
13 0.0032527913 0.0568436333 0.0046467890 0.0009953931 0.0312204352 0.0045472579 0.0006565582
14 0.0032984364 0.0572105921 0.0050383101 0.0006208286 0.0244148076 0.0049745170 0.0010755676
15 0.0033485310 0.0576104114 0.0054379684 0.0003960263 0.0079348125 0.0182500687 0.0026318150
16 0.0034033410 0.0580444546 0.0058465626 0.0017943444 -0.0312509537 -0.0285958434 0.0091599493
17 0.0034631653 0.0585142355 0.0062649443 0.0019532442 -0.0312509537 -0.0312509537 0.0094652318
18 0.0035283394 0.0590214322 0.0066940249 0.0010210321 0.0312204352 0.0068056276 0.0007729079
19 0.0035992402 0.0595679033 0.0071347831 0.0010252792 0.0312204352 0.0071108127 0.0008035795
20 0.0036762909 0.0601557063 0.0075882733 0.0019532442 -0.0312509537 -0.0312509537 0.0098636630
21 0.0037599671 0.0607871193 0.0080556351 0.0010391382 0.0312204352 0.0080263680 0.0008741897
22 0.0038508043 0.0614646649 0.0085381045 0.0010472151 0.0312204352 0.0085146641 0.0009147140
23 0.0039494055 0.0621911385 0.0090370256 0.0010557689 0.0312204352 0.0090029603 0.0009591856
24 0.0040564520 0.0629696406 0.0095538656 0.0013865948 -0.0202948088 0.0312204352 0.0074024088
25 0.0041727140 0.0638036144 0.0100902306 0.0010761428 0.0312204352 0.0100711081 0.0010616639
26 0.0042990649 0.0646968892 0.0106478846 0.0010875093 0.0312204352 0.0106204413 0.0011206737
27 0.0044364977 0.0656537309 0.0112287714 0.0011001621 0.0312204352 0.0112002930 0.0011856527
28 0.0045861441 0.0666789014 0.0118350400 0.0017291329 -0.0274666585 0.0312204352 0.0092391800
29 0.0047492981 0.0677777273 0.0124690745 0.0011289976 0.0312204352 0.0124210334 0.0013364379
30 0.0049274446 0.0689561821 0.0131335290 0.0011461276 0.0312204352 0.0130924406 0.0014239883
31 0.0051222931 0.0702209822 0.0138313685 0.0011472359 0.0130619221 -0.0312509537 0.0052995739
32 0.0053358196 0.0715797013 0.0145659184 0.0014683318 -0.0222174749 0.0312204352 0.0090752832
33 0.0055703180 0.0730409072 0.0153409227 0.0011161139 -0.0118106632 -0.0312509537 0.0093705919
34 0.0058284630 0.0746143257 0.0161606134 0.0012343693 0.0312204352 0.0161137730 0.0018830319
35 0.0061133885 0.0763110382 0.0170297954 0.0012636751 0.0312204352 0.0169988098 0.0020331634
36 0.0064287855 0.0781437214 0.0179539486 0.0019513377 -0.0312509537 0.0312204352 0.0121431946
37 0.0067790257 0.0801269409 0.0189393524 0.0013327378 0.0312204352 0.0189214759 0.0023918466
38 0.0071693185 0.0822775112 0.0199932395 0.0013730815 0.0312204352 0.0199591052 0.0026068262
39 0.0076059113 0.0846149424 0.0211239859 0.0014194316 0.0312204352 0.0210882900 0.0028509747
40 0.0080963497 0.0871619978 0.0223413482 0.0013718641 -0.0199285867 0.0312204352 0.0115472315
41 0.0086498167 0.0899453964 0.0236567623 0.0015326826 0.0312204352 0.0236213263 0.0034486223
42 0.0092775804 0.0929967056 0.0250837237 0.0016025035 0.0312204352 0.0250556963 0.0038163084
43 0.0099935923 0.0963534879 0.0266382747 0.0016829216 0.0312204352 0.0266121403 0.0042423152
44 0.0108152966 0.1000607891 0.0283396378 0.0013088954 -0.0182805872 0.0312204352 0.0140129803
45 0.0117647408 0.1041730934 0.0302110476 0.0018857173 0.0312204352 0.0301828059 0.0053220911
46 0.0128701227 0.1087569261 0.0322808571 0.0019323562 0.0312204352 0.0309457686 0.0060136899
47 0.0141679823 0.1138943674 0.0345840328 0.0019513377 -0.0312509537 0.0312204352 0.0210784780
48 0.0157063654 0.1196878743 0.0371642054 0.0012574833 -0.0168156987 0.0312204352 0.0186685538
49 0.0175494872 0.1262670136 0.0400765333 0.0015103482 -0.0312509537 0.0231025117 0.0251000274
