#int double real img int16 real16 img16 error
0 0.0001189267 0.0109053505 0.0000000000 0.0000000009 -0.0000305185 0.0000000000 0.0001195932
1 0.0001189854 0.0109078275 0.0000684412 0.0001187043 0.0108951079 -0.0000305185 0.0000000100
2 0.0001191618 0.0109152656 0.0001369812 0.0001160583 0.0107730338 0.0000000000 0.0000000390
3 0.0001194567 0.0109276868 0.0002057189 0.0001187071 0.0108951079 -0.0000610370 0.0000000722
4 0.0001198713 0.0109451273 0.0002747546 0.0001194149 0.0109256264 0.0002136296 0.0000000041
5 0.0001204076 0.0109676386 0.0003441899 0.0001201126 0.0109561449 0.0002746666 0.0000000050
6 0.0001210678 0.0109952875 0.0004141282 0.0001208195 0.0109866634 0.0003357036 0.0000000062
7 0.0001218551 0.0110281564 0.0004846757 0.0001215608 0.0110171819 0.0004272591 0.0000000034
8 0.0001227730 0.0110663444 0.0005559414 0.0001216475 0.0110171819 0.0005188147 0.0000000038
9 0.0001238258 0.0111099678 0.0006280382 0.0001230287 0.0110782189 0.0005493332 0.0000000072
10 0.0001250184 0.0111591607 0.0007010832 0.0001244556 0.0111392560 0.0006103702 0.0000000086
11 0.0001263565 0.0112140768 0.0007751983 0.0001258974 0.0112002930 0.0006714072 0.0000000110
12 0.0001278465 0.0112748900 0.0008505112 0.0001273997 0.0112613300 0.0007629627 0.0000000078
13 0.0001294960 0.0113417959 0.0009271563 0.0001289262 0.0113223670 0.0008545183 0.0000000057
14 0.0001313131 0.0114150138 0.0010052750 0.0001304769 0.0113834040 0.0009460738 0.0000000045
15 0.0001333074 0.0114947883 0.0010850173 0.0001326890 0.0114749596 0.0010071108 0.0000000065
16 0.0001354894 0.0115813913 0.0011665426 0.0018493470 -0.0312509537 -0.0295419172 0.0027776193
17 0.0001378711 0.0116751249 0.0012500207 0.0001374008 0.0116580706 0.0012207404 0.0000000011
18 0.0001404657 0.0117763239 0.0013356336 0.0001397758 0.0117496261 0.0013122959 0.0000000013
19 0.0001432883 0.0118853593 0.0014235764 0.0001429081 0.0118717002 0.0014038514 0.0000000006
20 0.0001463558 0.0120026414 0.0015140596 0.0001453557 0.0119632557 0.0014954070 0.0000000019
21 0.0001496870 0.0121286248 0.0016073105 0.0001493122 0.0121158483 0.0015869625 0.0000000006
22 0.0001533033 0.0122638130 0.0017035758 0.0001525842 0.0122379223 0.0016785180 0.0000000013
23 0.0001572287 0.0124087635 0.0018031237 0.0001567670 0.0123905148 0.0018005921 0.0000000003
24 0.0001614903 0.0125640951 0.0019062468 0.0001607952 0.0125431074 0.0018616291 0.0000000024
25 0.0001661187 0.0127304947 0.0020132657 0.0001651159 0.0126956999 0.0019837031 0.0000000021
26 0.0001711489 0.0129087265 0.0021245323 0.0001701705 0.0128788110 0.0020752586 0.0000000033
27 0.0001766202 0.0130996415 0.0022404344 0.0001762403 0.0130924406 0.0021973327 0.0000000019
28 0.0001825777 0.0133041899 0.0023614009 0.0001816199 0.0132755516 0.0023194067 0.0000000026
29 0.0001890730 0.0135234345 0.0024879075 0.0001888931 0.0135196997 0.0024719993 0.0000000003
30 0.0001961651 0.0137585672 0.0026204835 0.0001953335 0.0137333293 0.0025940733 0.0000000013
31 0.0002039222 0.0140109280 0.0027597208 0.0002037681 0.0140079958 0.0027466659 0.0000000002
32 0.0002124228 0.0142820280 0.0029062828 0.0019513377 -0.0312509537 0.0312204352 0.0028749437
33 0.0002217584 0.0145735770 0.0030609165 0.0002201567 0.0145268105 0.0030213324 0.0000000038
34 0.0002320353 0.0148875152 0.0032244663 0.0002309681 0.0148625141 0.0031739250 0.0000000032
35 0.0002433784 0.0152260539 0.0033978909 0.0002431841 0.0152287362 0.0033570360 0.0000000017
36 0.0002559346 0.0155917222 0.0035822837 0.0002547844 0.0155644398 0.0035401471 0.0000000025
37 0.0002698779 0.0159874266 0.0037788976 0.0002688501 0.0159611805 0.0037537767 0.0000000013
38 0.0002854157 0.0164165217 0.0039891757 0.0002843213 0.0163884396 0.0039674062 0.0000000013
39 0.0003027968 0.0168829006 0.0042147893 0.0003023053 0.0168767357 0.0041810358 0.0000000012
40 0.0003223215 0.0173911049 0.0044576850 0.0003211266 0.0173650319 0.0044251839 0.0000000017
41 0.0003443554 0.0179464660 0.0047201446 0.0003430131 0.0179143651 0.0046998505 0.0000000014
42 0.0003693471 0.0185552822 0.0050048609 0.0003679116 0.0185247353 0.0049745170 0.0000000019
43 0.0003978521 0.0192250483 0.0053150346 0.0003963671 0.0191961425 0.0052797021 0.0000000021
44 0.0004305647 0.0199647522 0.0056545011 0.0004298987 0.0199591052 0.0056154057 0.0000000016
45 0.0004683628 0.0207852647 0.0060278965 0.0004680834 0.0207831050 0.0060121464 0.0000000003
46 0.0005123688 0.0216998596 0.0064408778 0.0005115154 0.0216986602 0.0063783685 0.0000000039
47 0.0005640375 0.0227249139 0.0069004217 0.0005627031 0.0227057711 0.0068666646 0.0000000015
48 0.0006252817 0.0238808705 0.0074152338 0.0019513377 -0.0312509537 0.0312204352 0.0036062057
49 0.0006986577 0.0251935814 0.0079963197 0.0006973666 0.0251777703 0.0079653310 0.0000000012
50 0.0007876458 0.0266962220 0.0086577990 0.0007860516 0.0266731773 0.0086367382 0.0000000010
51 0.0008970836 0.0284320801 0.0094180922 0.0008950649 0.0284127323 0.0093691824 0.0000000028
52 0.0010338588 0.0304587250 0.0103016930 0.0010328066 0.0304574725 0.0102542192 0.0000000023
53 0.0012080518 0.0328544235 0.0113418976 0.0011029116 0.0312204352 0.0113223670 0.0000026703
54 0.0014349016 0.0357283587 0.0125851503 0.0011320451 0.0312204352 0.0125431074 0.0000203231
55 0.0017383469 0.0392375636 0.0140982459 0.0011726533 0.0312204352 0.0140690329 0.0000642752
56 0.0021577741 0.0436163567 0.0159808484 0.0012285016 0.0312204352 0.0159306619 0.0001536614
57 0.0027617862 0.0492305546 0.0183885471 0.0013111308 0.0312204352 0.0183416242 0.0003243666
58 0.0036787936 0.0566847636 0.0215784884 0.0014376344 0.0312204352 0.0215155492 0.0006484360
59 0.0051728379 0.0670552097 0.0260083979 0.0016492215 0.0312204352 0.0259712516 0.0012841324
60 0.0078612393 0.0824609823 0.0325795293 0.0019494311 0.0312204352 0.0312204352 0.0026274408
61 0.0134848153 0.1077310153 0.0433456306 0.0019494311 0.0312204352 0.0312204352 0.0060008892
62 0.0287015300 0.1567712020 0.0642208709 0.0019494311 0.0312204352 0.0312204352 0.0168520238
63 0.1006377061 0.2927991429 0.1220916379 0.0019494311 0.0312204352 0.0312204352 0.0766809958
64 7.7010438231 2.5545827037 1.0840438336 0.0000358926 -0.0023194067 0.0055238502 7.7009537567
65 0.1635258091 -0.3712564572 -0.1602948910 0.0019532442 -0.0312509537 -0.0312509537 0.1322560801
66 0.0349716119 -0.1712198987 -0.0752021154 0.0019532442 -0.0312509537 -0.0312509537 0.0215230102
67 0.0146461693 -0.1104978261 -0.0493599004 0.0019532442 -0.0312509537 -0.0312509537 0.0066080007
68 0.0079440972 -0.0811500742 -0.0368613980 0.0019532442 -0.0312509537 -0.0312509537 0.0025213993
69 0.0049474224 -0.0638573086 -0.0294901094 0.0018457444 -0.0312509537 -0.0294808802 0.0010631745
70 0.0033585746 -0.0524605085 -0.0246266039 0.0015831820 -0.0312509537 -0.0246284371 0.0004498452
71 0.0024185153 -0.0443856513 -0.0211761471 0.0014252080 -0.0312509537 -0.0211798456 0.0001725203
72 0.0018179704 -0.0383666558 -0.0186002709 0.0013231884 -0.0312509537 -0.0186162908 0.0000506335
73 0.0014119159 -0.0337082641 -0.0166032779 0.0012532651 -0.0312509537 -0.0166325877 0.0000060392
74 0.0011250944 -0.0299969299 -0.0150092825 0.0011254351 -0.0299996948 -0.0150151067 0.0000000000
75 0.0009153337 -0.0269712594 -0.0137071095 0.0009164364 -0.0269783624 -0.0137333293 0.0000000007
76 0.0007575316 -0.0244579315 -0.0126230410 0.0007594738 -0.0244758446 -0.0126651814 0.0000000021
77 0.0006360000 -0.0223374862 -0.0117062666 0.0006377574 -0.0223700674 -0.0117191076 0.0000000012
78 0.0005405321 -0.0205249114 -0.0109206264 0.0005412181 -0.0205389569 -0.0109256264 0.0000000002
79 0.0004642592 -0.0189580611 -0.0102396855 0.0004643271 -0.0189519944 -0.0102542192 0.0000000002
80 0.0004024244 -0.0175904522 -0.0096436709 0.0019532442 -0.0312509537 -0.0312509537 0.0006534840
81 0.0003516502 -0.0163866229 -0.0091174965 0.0003522924 -0.0164189581 -0.0090945158 0.0000000016
82 0.0003094863 -0.0153190491 -0.0086494527 0.0003107687 -0.0153508103 -0.0086672567 0.0000000013
83 0.0002741212 -0.0143660411 -0.0082303113 0.0002745157 -0.0143742180 -0.0082399976 0.0000000002
84 0.0002441925 -0.0135102762 -0.0078527011 0.0002447786 -0.0135196997 -0.0078737754 0.0000000005
85 0.0002186604 -0.0127377521 -0.0075106635 0.0002190977 -0.0127567370 -0.0075075533 0.0000000004
86 0.0001967204 -0.0120370278 -0.0071993294 0.0001976331 -0.0120548112 -0.0072328867 0.0000000014
