#int double real img int16 real16 img16 error
0 0.0000376079 0.0061325292 0.0000000000 0.0000000009 -0.0000305185 0.0000000000 0.0000379832
1 0.0000376265 0.0061339221 0.0000384873 0.0000372589 0.0061037019 -0.0000610370 0.0000000108
2 0.0000376823 0.0061381049 0.0000770302 0.0000361496 0.0060121464 -0.0000610370 0.0000000349
3 0.0000377755 0.0061450899 0.0001156842 0.0000376519 0.0061342204 -0.0001525925 0.0000000721
4 0.0000379066 0.0061548974 0.0001545059 0.0000376324 0.0061342204 0.0000610370 0.0000000092
5 0.0000380762 0.0061675564 0.0001935522 0.0000380124 0.0061647389 0.0000915555 0.0000000104
6 0.0000382850 0.0061831045 0.0002328814 0.0000380273 0.0061647389 0.0001525925 0.0000000068
7 0.0000385340 0.0062015881 0.0002725532 0.0000380375 0.0061647389 0.0001831111 0.0000000094
8 0.0000388242 0.0062230628 0.0003126288 0.0000384567 0.0061952574 0.0002746666 0.0000000022
9 0.0000391572 0.0062475940 0.0003531719 0.0000388357 0.0062257759 0.0002746666 0.0000000066
10 0.0000395343 0.0062752572 0.0003942480 0.0000392344 0.0062562944 0.0003051851 0.0000000083
11 0.0000399574 0.0063061388 0.0004359260 0.0000396581 0.0062868130 0.0003662221 0.0000000052
12 0.0000404286 0.0063403366 0.0004782776 0.0000400912 0.0063173315 0.0004272591 0.0000000031
13 0.0000409502 0.0063779606 0.0005213783 0.0000408931 0.0063783685 0.0004577776 0.0000000040
14 0.0000415249 0.0064191340 0.0005653077 0.0000409220 0.0063783685 0.0004882962 0.0000000076
15 0.0000421555 0.0064639945 0.0006101501 0.0000417677 0.0064394055 0.0005493332 0.0000000043
16 0.0000428455 0.0065126949 0.0006559951 0.0014213381 -0.0312509537 -0.0210882900 0.0018989071
17 0.0000435987 0.0065654052 0.0007029383 0.0000431042 0.0065309610 0.0006714072 0.0000000022
18 0.0000444192 0.0066223136 0.0007510819 0.0000439909 0.0065919980 0.0007324442 0.0000000013
19 0.0000453117 0.0066836287 0.0008005358 0.0000452520 0.0066835536 0.0007629627 0.0000000014
20 0.0000462818 0.0067495813 0.0008514183 0.0000461685 0.0067445906 0.0008239998 0.0000000008
21 0.0000473352 0.0068204270 0.0009038571 0.0000470999 0.0068056276 0.0008850368 0.0000000006
22 0.0000484788 0.0068964488 0.0009579911 0.0000480461 0.0068666646 0.0009460738 0.0000000010
23 0.0000497201 0.0069779605 0.0010139710 0.0000493706 0.0069582202 0.0009765923 0.0000000018
24 0.0000510677 0.0070653099 0.0010719614 0.0000507760 0.0070497757 0.0010376293 0.0000000014
25 0.0000525314 0.0071588833 0.0011321425 0.0000522057 0.0071413312 0.0010986663 0.0000000014
26 0.0000541220 0.0072591104 0.0011947123 0.0000536596 0.0072328867 0.0011597034 0.0000000019
27 0.0000558522 0.0073664698 0.0012598889 0.0000555857 0.0073549608 0.0012207404 0.0000000017
28 0.0000577361 0.0074814958 0.0013279133 0.0000576282 0.0074770348 0.0013122959 0.0000000003
29 0.0000597901 0.0076047861 0.0013990532 0.0000591696 0.0075685904 0.0013733329 0.0000000020
30 0.0000620329 0.0077370109 0.0014736062 0.0000616741 0.0077211829 0.0014343699 0.0000000018
31 0.0000644858 0.0078789238 0.0015519051 0.0000637529 0.0078432569 0.0014954070 0.0000000045
32 0.0000671740 0.0080313746 0.0016343229 0.0015782727 -0.0245674001 0.0312204352 0.0019380182
33 0.0000701261 0.0081953246 0.0017212798 0.0000698162 0.0081789605 0.0017090365 0.0000000004
34 0.0000733760 0.0083718650 0.0018132506 0.0000730574 0.0083620716 0.0017700735 0.0000000020
35 0.0000769630 0.0085622393 0.0019107745 0.0000766004 0.0085451827 0.0018921476 0.0000000006
36 0.0000809336 0.0087678697 0.0020144662 0.0000806519 0.0087588122 0.0019837031 0.0000000010
37 0.0000853429 0.0089903906 0.0021250303 0.0000849390 0.0089724418 0.0021057772 0.0000000007
38 0.0000902564 0.0092316886 0.0022432784 0.0000899088 0.0092165899 0.0022278512 0.0000000005
39 0.0000957527 0.0094939527 0.0023701502 0.0000956061 0.0094912564 0.0023499252 0.0000000004
