#int double real img int16 real16 img16 error
0 0.0000000596 0.0002441404 0.0000000000 0.0000000596 0.0002441481 0.0000000000 0.0000000000
1 0.0000000596 0.0002441958 0.0000015322 0.0000001211 0.0002136296 -0.0002746666 0.0000000772
2 0.0000000597 0.0002443624 0.0000030666 0.0000000298 0.0001220740 -0.0001220740 0.0000000306
3 0.0000000599 0.0002446404 0.0000046055 0.0000001211 0.0002136296 -0.0002746666 0.0000000790
4 0.0000000601 0.0002450309 0.0000061510 0.0000000494 0.0002136296 -0.0000610370 0.0000000055
5 0.0000000603 0.0002455348 0.0000077055 0.0000000494 0.0002136296 -0.0000610370 0.0000000057
6 0.0000000607 0.0002461538 0.0000092712 0.0000000540 0.0002136296 -0.0000915555 0.0000000112
7 0.0000000611 0.0002468897 0.0000108505 0.0000000494 0.0002136296 -0.0000610370 0.0000000063
8 0.0000000615 0.0002477446 0.0000124460 0.0000000466 0.0002136296 -0.0000305185 0.0000000030
9 0.0000000621 0.0002487212 0.0000140600 0.0000000494 0.0002136296 -0.0000610370 0.0000000069
10 0.0000000627 0.0002498225 0.0000156953 0.0000000633 0.0002441481 -0.0000610370 0.0000000059
11 0.0000000633 0.0002510519 0.0000173545 0.0000000466 0.0002136296 -0.0000305185 0.0000000037
12 0.0000000641 0.0002524133 0.0000190406 0.0000000494 0.0002136296 -0.0000610370 0.0000000079
13 0.0000000649 0.0002539112 0.0000207564 0.0000000633 0.0002441481 -0.0000610370 0.0000000068
14 0.0000000658 0.0002555503 0.0000225053 0.0000000633 0.0002441481 -0.0000610370 0.0000000071
15 0.0000000668 0.0002573363 0.0000242905 0.0000000633 0.0002441481 -0.0000610370 0.0000000075
16 0.0000000679 0.0002592751 0.0000261156 0.0000000596 0.0002441481 0.0000000000 0.0000000009
17 0.0000000691 0.0002613735 0.0000279845 0.0000000596 0.0002441481 0.0000000000 0.0000000011
18 0.0000000704 0.0002636391 0.0000299011 0.0000000596 0.0002441481 0.0000000000 0.0000000013
19 0.0000000718 0.0002660801 0.0000318699 0.0000000596 0.0002441481 0.0000000000 0.0000000015
20 0.0000000734 0.0002687057 0.0000338956 0.0000000596 0.0002441481 0.0000000000 0.0000000018
21 0.0000000750 0.0002715261 0.0000359832 0.0000000596 0.0002441481 0.0000000000 0.0000000020
22 0.0000000768 0.0002745526 0.0000381383 0.0000000754 0.0002746666 0.0000000000 0.0000000015
23 0.0000000788 0.0002777976 0.0000403669 0.0000000605 0.0002441481 0.0000305185 0.0000000012
24 0.0000000809 0.0002812751 0.0000426756 0.0000000596 0.0002441481 0.0000000000 0.0000000032
25 0.0000000833 0.0002850003 0.0000450714 0.0000000754 0.0002746666 0.0000000000 0.0000000021
26 0.0000000858 0.0002889904 0.0000475624 0.0000000764 0.0002746666 0.0000305185 0.0000000005
27 0.0000000885 0.0002932644 0.0000501571 0.0000000754 0.0002746666 0.0000000000 0.0000000029
28 0.0000000915 0.0002978437 0.0000528652 0.0000000764 0.0002746666 0.0000305185 0.0000000010
29 0.0000000948 0.0003027520 0.0000556973 0.0000000764 0.0002746666 0.0000305185 0.0000000014
30 0.0000000983 0.0003080160 0.0000586653 0.0000000764 0.0002746666 0.0000305185 0.0000000019
31 0.0000001022 0.0003136656 0.0000617825 0.0000000764 0.0002746666 0.0000305185 0.0000000025
32 0.0000001065 0.0003197348 0.0000650636 0.0000000764 0.0002746666 0.0000305185 0.0000000032
33 0.0000001111 0.0003262617 0.0000685254 0.0000000941 0.0003051851 0.0000305185 0.0000000019
34 0.0000001163 0.0003332900 0.0000721868 0.0000000969 0.0003051851 0.0000610370 0.0000000009
35 0.0000001220 0.0003408689 0.0000760693 0.0000001136 0.0003357036 0.0000305185 0.0000000021
36 0.0000001283 0.0003490552 0.0000801973 0.0000000941 0.0003051851 0.0000305185 0.0000000044
37 0.0000001353 0.0003579139 0.0000845990 0.0000001164 0.0003357036 0.0000610370 0.0000000010
38 0.0000001430 0.0003675201 0.0000893065 0.0000001378 0.0003662221 0.0000610370 0.0000000008
39 0.0000001518 0.0003779611 0.0000943574 0.0000001164 0.0003357036 0.0000610370 0.0000000029
40 0.0000001615 0.0003893383 0.0000997951 0.0000001378 0.0003662221 0.0000610370 0.0000000020
41 0.0000001726 0.0004017713 0.0001056709 0.0000001378 0.0003662221 0.0000610370 0.0000000033
42 0.0000001851 0.0004154010 0.0001120449 0.0000001658 0.0003967406 0.0000915555 0.0000000008
43 0.0000001994 0.0004303952 0.0001189888 0.0000001909 0.0004272591 0.0000915555 0.0000000008
44 0.0000002158 0.0004469551 0.0001265885 0.0000001909 0.0004272591 0.0000915555 0.0000000016
45 0.0000002347 0.0004653241 0.0001349478 0.0000001975 0.0004272591 0.0001220740 0.0000000016
46 0.0000002568 0.0004857993 0.0001441933 0.0000002245 0.0004577776 0.0001220740 0.0000000013
47 0.0000002827 0.0005087475 0.0001544812 0.0000002533 0.0004882962 0.0001220740 0.0000000015
48 0.0000003134 0.0005346261 0.0001660064 0.0000002841 0.0005188147 0.0001220740 0.0000000022
49 0.0000003502 0.0005640140 0.0001790153 0.0000003251 0.0005493332 0.0001525925 0.0000000009
50 0.0000003948 0.0005976540 0.0001938240 0.0000003698 0.0005798517 0.0001831111 0.0000000004
51 0.0000004496 0.0006365150 0.0002108448 0.0000004061 0.0006103702 0.0001831111 0.0000000015
52 0.0000005182 0.0006818859 0.0002306262 0.0000004964 0.0006714072 0.0002136296 0.0000000004
53 0.0000006055 0.0007355189 0.0002539135 0.0000005523 0.0007019257 0.0002441481 0.0000000012
54 0.0000007192 0.0007998583 0.0002817464 0.0000006892 0.0007934812 0.0002441481 0.0000000015
55 0.0000008712 0.0008784196 0.0003156204 0.0000008056 0.0008545183 0.0002746666 0.0000000022
56 0.0000010814 0.0009764486 0.0003577666 0.0000010078 0.0009460738 0.0003357036 0.0000000014
57 0.0000013842 0.0011021348 0.0004116683 0.0000012751 0.0010681478 0.0003662221 0.0000000032
58 0.0000018438 0.0012690138 0.0004830822 0.0000017752 0.0012512589 0.0004577776 0.0000000010
59 0.0000025926 0.0015011792 0.0005822555 0.0000024477 0.0014648885 0.0005493332 0.0000000024
60 0.0000039400 0.0018460714 0.0007293648 0.0000038457 0.0018311106 0.0007019257 0.0000000010
61 0.0000067584 0.0024117970 0.0009703878 0.0000065616 0.0023804437 0.0009460738 0.0000000016
62 0.0000143848 0.0035096700 0.0014377262 0.0000140750 0.0034791101 0.0014038514 0.0000000021
63 0.0000504383 0.0065549563 0.0027332913 0.0000490725 0.0064699240 0.0026856288 0.0000000095
64 0.0038596648 0.0571899830 0.0242687185 0.0015574620 0.0312204352 0.0241401410 0.0006744339
65 0.0000819570 -0.0083113968 -0.0035885556 0.0000811511 -0.0082705161 -0.0035706656 0.0000000020
66 0.0000175273 -0.0038331361 -0.0016835657 0.0000177074 -0.0038453322 -0.0017090365 0.0000000008
67 0.0000073405 -0.0024737382 -0.0011050305 0.0000075377 -0.0025025178 -0.0011291849 0.0000000014
68 0.0000039815 -0.0018167239 -0.0008252239 0.0000040832 -0.0018311106 -0.0008545183 0.0000000011
69 0.0000024796 -0.0014295871 -0.0006602013 0.0000025082 -0.0014343699 -0.0006714072 0.0000000001
70 0.0000016833 -0.0011744445 -0.0005513210 0.0000017529 -0.0011902219 -0.0005798517 0.0000000011
71 0.0000012121 -0.0009936710 -0.0004740749 0.0000012238 -0.0010071108 -0.0004577776 0.0000000004
72 0.0000009111 -0.0008589224 -0.0004164082 0.0000009658 -0.0008850368 -0.0004272591 0.0000000008
73 0.0000007076 -0.0007546340 -0.0003717011 0.0000007162 -0.0007629627 -0.0003662221 0.0000000001
74 0.0000005639 -0.0006715476 -0.0003360160 0.0000005635 -0.0006714072 -0.0003357036 0.0000000000
75 0.0000004588 -0.0006038113 -0.0003068640 0.0000005039 -0.0006408887 -0.0003051851 0.0000000014
76 0.0000003797 -0.0005475449 -0.0002825947 0.0000003949 -0.0005493332 -0.0003051851 0.0000000005
77 0.0000003188 -0.0005000740 -0.0002620707 0.0000003139 -0.0004882962 -0.0002746666 0.0000000003
78 0.0000002709 -0.0004594955 -0.0002444824 0.0000002980 -0.0004882962 -0.0002441481 0.0000000008
79 0.0000002327 -0.0004244181 -0.0002292380 0.0000002422 -0.0004272591 -0.0002441481 0.0000000002
80 0.0000002017 -0.0003938012 -0.0002158949 0.0000002030 -0.0003967406 -0.0002136296 0.0000000000
81 0.0000001762 -0.0003668508 -0.0002041153 0.0000001798 -0.0003662221 -0.0002136296 0.0000000001
82 0.0000001551 -0.0003429508 -0.0001936371 0.0000001798 -0.0003662221 -0.0002136296 0.0000000009
83 0.0000001374 -0.0003216156 -0.0001842537 0.0000001583 -0.0003357036 -0.0002136296 0.0000000011
84 0.0000001224 -0.0003024574 -0.0001758001 0.0000001267 -0.0003051851 -0.0001831111 0.0000000001
85 0.0000001096 -0.0002851627 -0.0001681428 0.0000000987 -0.0002746666 -0.0001525925 0.0000000004
86 0.0000000986 -0.0002694755 -0.0001611729 0.0000001090 -0.0002746666 -0.0001831111 0.0000000005
87 0.0000000891 -0.0002551843 -0.0001548004 0.0000001090 -0.0002746666 -0.0001831111 0.0000000012
88 0.0000000808 -0.0002421133 -0.0001489505 0.0000000829 -0.0002441481 -0.0001525925 0.0000000000
89 0.0000000736 -0.0002301148 -0.0001435602 0.0000000829 -0.0002441481 -0.0001525925 0.0000000003
90 0.0000000672 -0.0002190642 -0.0001385765 0.0000000829 -0.0002441481 -0.0001525925 0.0000000008
91 0.0000000616 -0.0002088552 -0.0001339541 0.0000000689 -0.0002136296 -0.0001525925 0.0000000004
92 0.0000000566 -0.0001993968 -0.0001296542 0.0000000689 -0.0002136296 -0.0001525925 0.0000000007
93 0.0000000521 -0.0001906108 -0.0001256436 0.0000000605 -0.0002136296 -0.0001220740 0.0000000005
94 0.0000000481 -0.0001824293 -0.0001218933 0.0000000484 -0.0001831111 -0.0001220740 0.0000000000
95 0.0000000446 -0.0001747933 -0.0001183781 0.0000000568 -0.0001831111 -0.0001525925 0.0000000012
96 0.0000000413 -0.0001676511 -0.0001150760 0.0000000484 -0.0001831111 -0.0001220740 0.0000000003
97 0.0000000384 -0.0001609575 -0.0001119677 0.0000000484 -0.0001831111 -0.0001220740 0.0000000006
98 0.0000000358 -0.0001546724 -0.0001090361 0.0000000382 -0.0001525925 -0.0001220740 0.0000000002
99 0.0000000334 -0.0001487604 -0.0001062661 0.0000000484 -0.0001831111 -0.0001220740 0.0000000014
100 0.0000000312 -0.0001431902 -0.0001036443 0.0000000382 -0.0001525925 -0.0001220740 0.0000000004
101 0.0000000293 -0.0001379337 -0.0001011587 0.0000000317 -0.0001525925 -0.0000915555 0.0000000003
102 0.0000000274 -0.0001329659 -0.0000987986 0.0000000382 -0.0001525925 -0.0001220740 0.0000000009
103 0.0000000258 -0.0001282643 -0.0000965545 0.0000000382 -0.0001525925 -0.0001220740 0.0000000012
104 0.0000000242 -0.0001238086 -0.0000944176 0.0000000382 -0.0001525925 -0.0001220740 0.0000000016
105 0.0000000228 -0.0001195807 -0.0000923802 0.0000000382 -0.0001525925 -0.0001220740 0.0000000020
106 0.0000000215 -0.0001155641 -0.0000904352 0.0000000298 -0.0001220740 -0.0001220740 0.0000000010
107 0.0000000203 -0.0001117438 -0.0000885762 0.0000000298 -0.0001220740 -0.0001220740 0.0000000012
108 0.0000000192 -0.0001081063 -0.0000867974 0.0000000298 -0.0001220740 -0.0001220740 0.0000000014
109 0.0000000182 -0.0001046392 -0.0000850935 0.0000000298 -0.0001220740 -0.0001220740 0.0000000017
110 0.0000000172 -0.0001013311 -0.0000834596 0.0000000233 -0.0001220740 -0.0000915555 0.0000000005
111 0.0000000163 -0.0000981719 -0.0000818914 0.0000000298 -0.0001220740 -0.0001220740 0.0000000022
112 0.0000000155 -0.0000951520 -0.0000803847 0.0000000233 -0.0001220740 -0.0000915555 0.0000000008
113 0.0000000147 -0.0000922628 -0.0000789359 0.0000000168 -0.0000915555 -0.0000915555 0.0000000002
114 0.0000000140 -0.0000894963 -0.0000775415 0.0000000168 -0.0000915555 -0.0000915555 0.0000000002
115 0.0000000133 -0.0000868451 -0.0000761983 0.0000000168 -0.0000915555 -0.0000915555 0.0000000003
116 0.0000000127 -0.0000843025 -0.0000749034 0.0000000168 -0.0000915555 -0.0000915555 0.0000000003
117 0.0000000121 -0.0000818622 -0.0000736542 0.0000000168 -0.0000915555 -0.0000915555 0.0000000004
118 0.0000000116 -0.0000795185 -0.0000724481 0.0000000168 -0.0000915555 -0.0000915555 0.0000000005
119 0.0000000111 -0.0000772658 -0.0000712828 0.0000000121 -0.0000915555 -0.0000610370 0.0000000003
120 0.0000000106 -0.0000750994 -0.0000701562 0.0000000168 -0.0000915555 -0.0000915555 0.0000000007
121 0.0000000101 -0.0000730145 -0.0000690662 0.0000000121 -0.0000915555 -0.0000610370 0.0000000004
122 0.0000000097 -0.0000710068 -0.0000680110 0.0000000075 -0.0000610370 -0.0000610370 0.0000000001
123 0.0000000093 -0.0000690723 -0.0000669889 0.0000000168 -0.0000915555 -0.0000915555 0.0000000011
124 0.0000000089 -0.0000672072 -0.0000659982 0.0000000168 -0.0000915555 -0.0000915555 0.0000000012
125 0.0000000085 -0.0000654082 -0.0000650374 0.0000000121 -0.0000610370 -0.0000915555 0.0000000007
126 0.0000000082 -0.0000636718 -0.0000641050 0.0000000168 -0.0000915555 -0.0000915555 0.0000000015
127 0.0000000078 -0.0000619951 -0.0000631999 0.0000000121 -0.0000915555 -0.0000610370 0.0000000009
128 0.0000000075 -0.0000603751 -0.0000623206 0.0000000121 -0.0000610370 -0.0000915555 0.0000000009
129 0.0000000072 -0.0000588092 -0.0000614661 0.0000000121 -0.0000610370 -0.0000915555 0.0000000009
130 0.0000000070 -0.0000572949 -0.0000606352 0.0000000075 -0.0000610370 -0.0000610370 0.0000000000
131 0.0000000067 -0.0000558297 -0.0000598269 0.0000000075 -0.0000610370 -0.0000610370 0.0000000000
132 0.0000000064 -0.0000544115 -0.0000590403 0.0000000075 -0.0000610370 -0.0000610370 0.0000000000
133 0.0000000062 -0.0000530382 -0.0000582743 0.0000000121 -0.0000915555 -0.0000610370 0.0000000015
134 0.0000000060 -0.0000517077 -0.0000575282 0.0000000075 -0.0000610370 -0.0000610370 0.0000000001
135 0.0000000058 -0.0000504182 -0.0000568011 0.0000000121 -0.0000610370 -0.0000915555 0.0000000013
136 0.0000000056 -0.0000491680 -0.0000560923 0.0000000075 -0.0000610370 -0.0000610370 0.0000000002
137 0.0000000054 -0.0000479554 -0.0000554010 0.0000000168 -0.0000915555 -0.0000915555 0.0000000032
138 0.0000000052 -0.0000467787 -0.0000547265 0.0000000075 -0.0000610370 -0.0000610370 0.0000000002
139 0.0000000050 -0.0000456366 -0.0000540682 0.0000000075 -0.0000610370 -0.0000610370 0.0000000003
140 0.0000000048 -0.0000445276 -0.0000534254 0.0000000121 -0.0000610370 -0.0000915555 0.0000000017
141 0.0000000047 -0.0000434504 -0.0000527976 0.0000000121 -0.0000610370 -0.0000915555 0.0000000018
142 0.0000000045 -0.0000424037 -0.0000521842 0.0000000121 -0.0000610370 -0.0000915555 0.0000000019
143 0.0000000044 -0.0000413863 -0.0000515847 0.0000000075 -0.0000610370 -0.0000610370 0.0000000005
144 0.0000000042 -0.0000403970 -0.0000509985 0.0000000075 -0.0000610370 -0.0000610370 0.0000000005
145 0.0000000041 -0.0000394349 -0.0000504252 0.0000000075 -0.0000610370 -0.0000610370 0.0000000006
146 0.0000000040 -0.0000384988 -0.0000498643 0.0000000075 -0.0000610370 -0.0000610370 0.0000000006
147 0.0000000038 -0.0000375879 -0.0000493155 0.0000000075 -0.0000610370 -0.0000610370 0.0000000007
148 0.0000000037 -0.0000367010 -0.0000487782 0.0000000047 -0.0000305185 -0.0000610370 0.0000000002
149 0.0000000036 -0.0000358375 -0.0000482521 0.0000000075 -0.0000610370 -0.0000610370 0.0000000008
150 0.0000000035 -0.0000349963 -0.0000477367 0.0000000075 -0.0000610370 -0.0000610370 0.0000000009
151 0.0000000034 -0.0000341768 -0.0000472319 0.0000000075 -0.0000610370 -0.0000610370 0.0000000009
152 0.0000000033 -0.0000333781 -0.0000467371 0.0000000075 -0.0000610370 -0.0000610370 0.0000000010
153 0.0000000032 -0.0000325996 -0.0000462521 0.0000000075 -0.0000610370 -0.0000610370 0.0000000010
154 0.0000000031 -0.0000318405 -0.0000457766 0.0000000075 -0.0000610370 -0.0000610370 0.0000000011
155 0.0000000030 -0.0000311001 -0.0000453102 0.0000000075 -0.0000610370 -0.0000610370 0.0000000011
156 0.0000000029 -0.0000303778 -0.0000448527 0.0000000075 -0.0000610370 -0.0000610370 0.0000000012
157 0.0000000029 -0.0000296731 -0.0000444037 0.0000000075 -0.0000610370 -0.0000610370 0.0000000013
158 0.0000000028 -0.0000289852 -0.0000439631 0.0000000047 -0.0000305185 -0.0000610370 0.0000000003
159 0.0000000027 -0.0000283137 -0.0000435306 0.0000000075 -0.0000610370 -0.0000610370 0.0000000014
160 0.0000000026 -0.0000276581 -0.0000431059 0.0000000075 -0.0000610370 -0.0000610370 0.0000000014
161 0.0000000026 -0.0000270177 -0.0000426888 0.0000000047 -0.0000305185 -0.0000610370 0.0000000003
162 0.0000000025 -0.0000263922 -0.0000422791 0.0000000075 -0.0000610370 -0.0000610370 0.0000000016
163 0.0000000024 -0.0000257810 -0.0000418765 0.0000000047 -0.0000305185 -0.0000610370 0.0000000004
164 0.0000000024 -0.0000251837 -0.0000414809 0.0000000047 -0.0000305185 -0.0000610370 0.0000000004
165 0.0000000023 -0.0000245998 -0.0000410920 0.0000000047 -0.0000305185 -0.0000610370 0.0000000004
166 0.0000000022 -0.0000240291 -0.0000407097 0.0000000047 -0.0000305185 -0.0000610370 0.0000000005
167 0.0000000022 -0.0000234709 -0.0000403338 0.0000000075 -0.0000610370 -0.0000610370 0.0000000018
168 0.0000000021 -0.0000229250 -0.0000399641 0.0000000019 -0.0000305185 -0.0000305185 0.0000000001
169 0.0000000021 -0.0000223911 -0.0000396004 0.0000000047 -0.0000305185 -0.0000610370 0.0000000005
170 0.0000000020 -0.0000218686 -0.0000392426 0.0000000047 -0.0000305185 -0.0000610370 0.0000000005
171 0.0000000020 -0.0000213574 -0.0000388905 0.0000000047 -0.0000305185 -0.0000610370 0.0000000006
172 0.0000000019 -0.0000208570 -0.0000385439 0.0000000047 -0.0000305185 -0.0000610370 0.0000000006
173 0.0000000019 -0.0000203672 -0.0000382028 0.0000000047 -0.0000305185 -0.0000610370 0.0000000006
174 0.0000000018 -0.0000198876 -0.0000378669 0.0000000047 -0.0000305185 -0.0000610370 0.0000000006
175 0.0000000018 -0.0000194180 -0.0000375362 0.0000000047 -0.0000305185 -0.0000610370 0.0000000007
176 0.0000000017 -0.0000189580 -0.0000372104 0.0000000047 -0.0000305185 -0.0000610370 0.0000000007
177 0.0000000017 -0.0000185075 -0.0000368896 0.0000000047 -0.0000305185 -0.0000610370 0.0000000007
178 0.0000000017 -0.0000180661 -0.0000365735 0.0000000047 -0.0000305185 -0.0000610370 0.0000000008
179 0.0000000016 -0.0000176336 -0.0000362620 0.0000000047 -0.0000305185 -0.0000610370 0.0000000008
180 0.0000000016 -0.0000172097 -0.0000359551 0.0000000047 -0.0000305185 -0.0000610370 0.0000000008
181 0.0000000016 -0.0000167943 -0.0000356526 0.0000000047 -0.0000305185 -0.0000610370 0.0000000008
182 0.0000000015 -0.0000163870 -0.0000353543 0.0000000047 -0.0000305185 -0.0000610370 0.0000000009
183 0.0000000015 -0.0000159877 -0.0000350603 0.0000000037 0.0000000000 -0.0000610370 0.0000000009
184 0.0000000015 -0.0000155961 -0.0000347704 0.0000000047 -0.0000305185 -0.0000610370 0.0000000009
185 0.0000000014 -0.0000152121 -0.0000344844 0.0000000047 -0.0000305185 -0.0000610370 0.0000000009
186 0.0000000014 -0.0000148354 -0.0000342024 0.0000000047 -0.0000305185 -0.0000610370 0.0000000010
187 0.0000000014 -0.0000144659 -0.0000339242 0.0000000019 -0.0000305185 -0.0000305185 0.0000000003
188 0.0000000013 -0.0000141034 -0.0000336497 0.0000000047 -0.0000305185 -0.0000610370 0.0000000010
189 0.0000000013 -0.0000137477 -0.0000333789 0.0000000047 -0.0000305185 -0.0000610370 0.0000000010
190 0.0000000013 -0.0000133986 -0.0000331116 0.0000000019 -0.0000305185 -0.0000305185 0.0000000003
