#int double real img int16 real16 img16 error
0 0.0237289901 0.1540421699 0.0000000000 0.0000288504 0.0053712577 0.0000000000 0.0221030401
1 0.0237407053 0.1540771581 0.0009667583 0.0015475102 0.0393383587 -0.0000610370 0.0131660485
2 0.0237759024 0.1541822252 0.0019349104 0.0001102166 0.0104983673 -0.0000305185 0.0206489139
3 0.0238347369 0.1543576783 0.0029058570 0.0016599286 0.0407422102 -0.0000305185 0.0129170969
4 0.0239174691 0.1546040324 0.0038810121 0.0063471244 -0.0781579028 -0.0154423658 0.0545515114
5 0.0240244674 0.1549220134 0.0048618109 0.0165287007 -0.0959196753 0.0856044191 0.0694409215
6 0.0241562116 0.1553125637 0.0058497160 0.0001463914 0.0120853298 -0.0005798517 0.0205553799
7 0.0243132977 0.1557768497 0.0068462256 0.0112040259 -0.0347605823 -0.0999786370 0.0477160643
8 0.0244964439 0.1563162698 0.0078528813 0.0033400281 -0.0304269539 0.0491348003 0.0365772284
9 0.0247064983 0.1569324657 0.0088712759 0.0047581092 -0.0079958495 0.0685140538 0.0307586101
10 0.0249444474 0.1576273348 0.0099030632 0.0000572770 0.0043031098 -0.0062257759 0.0237684574
11 0.0252114266 0.1584030456 0.0109499667 0.0141226924 -0.0988799707 0.0659199805 0.0692162529
12 0.0255087331 0.1592620543 0.0120137906 0.0032759297 -0.0476699118 0.0316782128 0.0432075281
13 0.0258378396 0.1602071257 0.0130964307 0.0020800729 0.0414136174 0.0191045869 0.0141479956
14 0.0262004118 0.1612413562 0.0141998871 0.0000547223 0.0028992584 -0.0068056276 0.0255134516
15 0.0265983272 0.1623682001 0.0153262774 0.0004038582 0.0194708090 0.0049745170 0.0205268233
16 0.0270336985 0.1635915002 0.0164778523 0.0117225742 -0.1082491531 -0.0021668142 0.0742449644
17 0.0275088997 0.1649155227 0.0176570121 0.0147665783 -0.1080965606 -0.0555131687 0.0798894730
18 0.0280265963 0.1663449972 0.0188663255 0.0142402884 -0.0777611621 -0.0905178991 0.0715527256
19 0.0285897814 0.1678851618 0.0201085508 0.0080078447 -0.0614032411 -0.0650959807 0.0598329839
20 0.0292018165 0.1695418159 0.0213866598 0.0069556617 -0.0799584948 -0.0237128819 0.0642843737
21 0.0298664805 0.1713213795 0.0227038646 0.0048901229 -0.0633259072 0.0296639912 0.0551077925
22 0.0305880255 0.1732309624 0.0240636479 0.0023023047 0.0469069491 -0.0101016266 0.0171250223
23 0.0313712433 0.1752784431 0.0254697988 0.0060740486 -0.0689413129 -0.0363475448 0.0634646732
24 0.0322215434 0.1774725601 0.0269264518 0.0067627627 -0.0333567309 0.0751670888 0.0467761490
25 0.0331450451 0.1798230177 0.0284381337 0.0026009413 -0.0474562822 0.0186773278 0.0517511535
26 0.0341486864 0.1823406081 0.0300098162 0.0021969117 0.0462660604 -0.0075075533 0.0199238356
27 0.0352403538 0.1850373546 0.0316469776 0.0068099427 -0.0185247353 0.0804162725 0.0438159686
28 0.0364290372 0.1879266775 0.0333556747 0.0016291549 -0.0146794031 0.0375988037 0.0410672280
29 0.0377250161 0.1910235898 0.0351426268 0.0000429925 -0.0059816279 0.0026856288 0.0398645125
30 0.0391400840 0.1943449267 0.0370153139 0.0043969640 -0.0103762932 -0.0654927213 0.0524186752
31 0.0406878203 0.1979096176 0.0389820928 0.0016406854 0.0125431074 -0.0385143590 0.0403664432
32 0.0423839218 0.2017390083 0.0410523359 0.0066406319 0.0071108127 0.0811792352 0.0394903026
33 0.0442466089 0.2058572462 0.0432365946 0.0053793989 -0.0612506485 -0.0403454695 0.0783325889
34 0.0462971275 0.2102917421 0.0455467969 0.0020140009 -0.0241706595 -0.0378124332 0.0619213790
35 0.0485603708 0.2150737275 0.0479964847 0.0057367477 -0.0503860591 -0.0565507981 0.0813990326
36 0.0510656581 0.2202389306 0.0506011022 0.0115488254 -0.0567644276 0.0912503433 0.0783832213
37 0.0538477154 0.2258284026 0.0533783474 0.0046599530 -0.0408948027 0.0546586505 0.0711429074
38 0.0569479209 0.2318895332 0.0563486049 0.0200766034 0.0984832301 0.1018707846 0.0198695106
39 0.0604159006 0.2384773093 0.0595354813 0.0003820164 -0.0110171819 0.0161442915 0.0641302965
40 0.0643115916 0.2456558868 0.0629664743 0.0096301139 -0.0350047304 0.0916776025 0.0795947109
41 0.0687079366 0.2535005699 0.0666738151 0.0044280991 -0.0489516892 0.0450758385 0.0919438416
42 0.0736944410 0.2621003278 0.0706955387 0.0124719947 0.0474257637 0.1011078219 0.0470100754
43 0.0793819254 0.2715610257 0.0750768586 0.0074968080 0.0445875423 0.0742210150 0.0515176946
44 0.0859089544 0.2820096200 0.0798719515 0.0025603518 0.0001525925 0.0505996887 0.0803002493
45 0.0934506578 0.2935996683 0.0851463009 0.0009885587 0.0117191076 0.0291756951 0.0825893592
46 0.1022310185 0.3065186641 0.0909798166 0.0120668121 -0.0832850124 0.0716269417 0.1523214400
47 0.1125402834 0.3209979412 0.0974710478 0.0193413389 -0.0871608631 0.1083712271 0.1667124234
48 0.1247600951 0.3373262619 0.1047429621 0.0014732606 0.0074159978 0.0376598407 0.1133409275
49 0.1394005322 0.3558687959 0.1129510174 0.0052488260 -0.0376598407 0.0618915372 0.1574718583
50 0.1571559886 0.3770941584 0.1222946618 0.0038590775 -0.0619525742 0.0045777764 0.2066192985
51 0.1789917183 0.4016138066 0.1330340886 0.0058095816 0.0069887387 0.0758995331 0.1589933016
52 0.2062819514 0.4302409259 0.1455152812 0.0051543319 -0.0186162908 0.0693380535 0.2072757710
53 0.2410380204 0.4640810676 0.1602085612 0.0056538056 0.0675679800 0.0329905087 0.1734070615
54 0.2863005133 0.5046764805 0.1777699729 0.0146788079 0.1168248543 -0.0321054720 0.1944765864
