#int double real img int16 real16 img16 error
0 47.3455597035 6.8808109772 0.0000000000 0.1791758857 0.4232917264 0.0000000000 41.6995548736
1 47.3689345743 6.8823738462 0.0431835076 0.0049223225 -0.0700399792 -0.0040894803 48.3382927358
2 47.4391621393 6.8870670187 0.0864292742 0.0804943593 0.1572923978 0.2361217078 45.3122742720
3 47.5565522630 6.8949042240 0.1297998623 0.0441662850 -0.2092959380 -0.0190130314 50.4918052195
4 47.7216247585 6.9059084564 0.1733584441 0.0232820900 0.0040284433 0.1525315104 47.6363814773
5 47.9351145069 6.9201121438 0.2171691149 0.2066737081 -0.3190404981 0.3238624226 52.4167144337
6 48.1979787475 6.9375573881 0.2612972153 0.1369994090 0.1446272164 0.3407086398 46.1502064915
7 48.5114066661 6.9582962796 0.3058096662 0.2502210738 0.2074343089 0.4551835688 45.5964499096
8 48.8768314507 6.9823912899 0.3507753212 0.1709880407 0.1918393506 -0.3663136692 46.6258122605
9 49.2959450306 7.0099157492 0.3962653395 0.3349493071 0.2356944487 -0.5285805841 46.7454142112
10 49.7707157682 7.0409544151 0.4423535832 0.2169073150 -0.0628681295 0.4614703818 50.4646601975
11 50.3034094316 7.0756041401 0.4891170456 0.7194946633 -0.5928525651 0.6066469314 58.8190415133
12 50.8966138494 7.1139746497 0.5366363133 0.4878708055 -0.2763145848 -0.6414990692 56.0043779491
13 51.5532677270 7.1561894415 0.5849960715 0.4768796845 0.6823633534 0.1061128574 42.1397533527
14 52.2766942053 7.2023868205 0.6342856563 0.1433714375 0.0209662160 0.3780632954 51.6384517962
15 53.0706398531 7.2527210861 0.6845996639 0.2349661882 -0.3959166234 0.2796716208 58.6656255323
16 53.9393199281 7.3073638934 0.7360386252 0.0045509452 0.0229194006 0.0634479812 53.5155097426
17 54.8874709013 7.3665058080 0.7887097573 0.0623774649 0.0513321329 0.2444227424 53.8080142516
18 55.9204114498 7.4303580870 0.8427278025 0.5962943380 0.6504715110 -0.4161503952 47.5516363001
19 57.0441133590 7.4991547143 0.8982159709 1.2390011092 -1.0000305185 -0.4888149663 74.1600044419
20 58.2652840851 7.5731547332 0.9553070041 0.1786399932 0.3754387036 0.1941282388 52.3865091560
21 59.5914630916 7.6526449201 1.0141443778 1.2567436869 1.0000000000 0.5066988128 44.5151854339
22 61.0311345369 7.7379428554 1.0748836698 0.3414113069 0.5697195349 -0.1297341838 52.8345297457
23 62.5938594552 7.8294004587 1.1376941210 1.7030244439 1.0000000000 0.8384655293 46.7302483750
24 64.2904312842 7.9274080663 1.2027604224 0.0216123707 -0.0547196875 -0.1364482559 65.5078433626
25 66.1330594895 8.0323991489 1.2702847719 0.5353644650 0.5949888607 0.4258552812 56.0281329595
26 68.1355871583 8.1448557835 1.3404892479 0.5463048397 0.5954771569 -0.4378490555 60.1556047695
27 70.3137498724 8.2653150233 1.4136185615 0.0902216906 -0.2795190283 -0.1099581896 75.3354750865
28 72.6854850005 8.3943763365 1.4899432612 0.0159245949 -0.0229499191 -0.1240882595 73.4564790437
29 75.2713029079 8.5327103270 1.5697634799 0.0840081773 -0.1068758202 -0.2694174017 78.0250351103
30 78.0947346332 8.6810689995 1.6534133356 0.1405280172 0.1232947783 0.3540147099 74.9239364105
31 81.1828745628 8.8402978932 1.7412661261 0.0910599116 0.2346263009 0.1897640919 76.4647421178
32 84.5670418643 9.0113504919 1.8337404878 0.2092948911 -0.4336985382 -0.1456038087 93.1267550242
33 88.2835913629 9.1953054206 1.9313077398 0.2579486348 0.5051728874 -0.0524307993 79.4536220358
34 92.3749137974 9.3933870761 2.0345006846 0.1730878282 0.0970793786 -0.4045533616 92.3703214465
35 96.8906778357 9.6069905160 2.1439242200 0.1835055966 0.0220343638 -0.4278084658 98.4851934463
36 101.8893831685 9.8377116643 2.2602682093 0.1055630064 -0.2880642109 0.1502731407 106.9834162660
37 107.4403172370 10.0873842067 2.3843231961 0.0439352405 0.1678212836 0.1255836665 103.4996328477
38 113.6260404074 10.3581249654 2.5169997235 0.0159315803 0.0462660604 0.1174352245 112.0923438628
39 120.5455696614 10.6523901168 2.6593522635 0.0227240829 0.0126651814 0.1502121036 119.4995310416
40 128.3184951617 10.9730453952 2.8126090941 0.1123085563 0.3279824213 -0.0688192389 121.6199949558
41 137.0903565627 11.3234545176 2.9782099239 0.0655086181 -0.0957976012 0.2373424482 137.9116734729
42 147.0397409395 11.7075915904 3.1578537159 0.5784748405 0.3823358867 -0.6574907682 142.8182702867
43 158.3877642261 12.1301854459 3.3535600895 0.1284366297 0.2038636433 -0.2947477645 155.5473019371
44 171.4108993041 12.5969070099 3.5677490226 0.0393937525 -0.1238135929 0.1551255837 173.4627313913
45 186.4585757765 13.1146154492 3.8033455531 0.0714474239 -0.0305795465 -0.2655415510 189.3519937402
46 203.9776986176 13.6916857956 4.0639191296 0.5796305939 -0.1680959502 0.7425458541 203.1250704767
47 224.5473863795 14.3384513437 4.3538717762 0.1618996319 0.3734244819 -0.1498458815 215.3054479902
48 248.9291160706 15.0678106380 4.6786962552 1.1554838574 -0.6260567034 0.8738059633 260.7746622620
49 278.1406285731 15.8960752065 5.0453366192 0.1379739485 0.2361827448 0.2866908780 267.8769412023
50 313.5674215919 16.8441773244 5.4627018824 0.4417130618 -0.3571886349 0.5604724265 319.9188445041
51 357.1354303095 17.9394297774 5.9424144565 0.1027289791 -0.2812280648 -0.1537522507 369.1556207242
52 411.5866038918 19.2181562280 6.4999288525 0.0298347876 0.0747703482 -0.1557054353 410.7666907163
53 480.9340784812 20.7297398304 7.1562535622 0.0771200685 -0.2774132511 -0.0127262185 492.6947516851
54 571.2446249011 22.5430703204 7.9406930069 0.2698046851 0.4520706809 0.2558061464 547.0697511328
55 692.0483785439 24.7572289027 8.8953918185 0.1157536869 0.2568742943 0.2230903043 675.4761894916
56 859.0253369195 27.5200606109 10.0832336525 0.0156176244 -0.1204870754 -0.0331736198 866.3415724993
57 1099.4868764363 31.0623799769 11.6023888319 0.3303769000 0.3915524766 0.4207892087 1065.7278296895
58 1464.5541051643 35.7656678983 13.6151057635 0.2416501097 -0.4906460768 0.0302743614 1499.0679472893
59 2059.3438610453 42.3089770210 16.4101896541 0.3785982555 -0.0409253212 -0.6139408551 2083.3352479880
60 3129.6157461405 52.0293623981 20.5562933086 0.5812525753 0.6775719474 0.3494979705 3045.3209603276
61 5368.4016829770 67.9736753210 27.3492439809 0.1376674399 0.3663747063 -0.0586260567 5321.9384364156
62 11426.2849058892 98.9159412811 40.5206301328 0.0106129269 0.0814233833 -0.0631122776 11415.3020761315
63 40064.5924386548 184.7437696795 77.0346156170 0.2249493003 0.3272499771 -0.3433027131 39996.7949842442
64 3065840.7667045989 1611.8327189605 683.9854185529 0.0487578962 -0.1501205481 0.1619312113 3066103.2367103193
65 65100.7971620259 -234.2469883382 -101.1392387579 0.3059309061 0.3078096866 -0.4595477157 65152.3534647794
66 13922.4494494896 -108.0324525866 -47.4493270512 0.3243979564 0.4337595752 0.3691213721 14051.5231903396
67 5830.7450329378 -69.7194149015 -31.1439916955 0.0166598780 -0.0766014588 -0.1038850063 5813.6096874974
68 3162.6020635585 -51.2022353380 -23.2579698158 0.5665165546 0.4664448988 0.5907162694 3238.4123454050
69 1969.6043382720 -40.2912378563 -18.6070011093 0.1821060035 -0.0548417615 -0.4232001709 1949.6181872602
70 1337.0726197349 -33.1003431325 -15.5383365983 0.1532961580 -0.3849909970 -0.0712607196 1309.5247015874
71 962.8282640123 -28.0054527028 -13.3612455604 0.1122987759 -0.1276284066 0.3098544267 964.0720623440
72 723.7470335007 -24.2077232442 -11.7359775405 0.0939391230 0.2974028748 0.0740989410 739.9791126111
73 562.0938476909 -21.2684768281 -10.4759601518 0.0443334527 -0.1765190588 0.1147801141 557.0344619235
74 447.9081335224 -18.9267832250 -9.4702170131 0.1687974782 0.2018799402 -0.3578295236 448.9413602467
75 364.4009036455 -17.0177142294 -8.6486013928 0.0382374515 -0.1732840968 -0.0906094546 356.9740525060
76 301.5787529074 -15.4319115011 -7.9646004501 0.5324998222 0.1602832118 0.7119052705 318.3982874843
77 253.1961475757 -14.0940009707 -7.3861549005 0.1429856220 -0.0120853298 -0.3779412214 247.4154070908
78 215.1896918637 -12.9503435761 -6.8904494139 0.0710930779 -0.1839045381 -0.1930600909 207.8369894533
79 184.8249322960 -11.9617278763 -6.4608047881 0.0776193289 0.0990936003 -0.2603839228 183.9086335953
80 160.2080383322 -11.0988250354 -6.0847449550 0.2601080492 -0.1778008362 -0.4780114139 150.7042305585
81 139.9944480336 -10.3392600998 -5.7527513958 0.3026083079 0.1874752037 0.5171666616 150.1240285969
82 123.2087137722 -9.6656665103 -5.4574357242 0.0175290757 0.0340891751 0.1279335917 125.2816107515
83 109.1295994995 -9.0643591450 -5.1929753311 0.3157591990 0.1358989227 0.5452436903 117.5719060503
84 97.2147766066 -8.5244080157 -4.9547194258 0.2828089743 -0.4506668294 0.2823267312 92.6119491931
85 87.0502714453 -8.0369782451 -4.7389083272 0.2536617254 -0.4842677084 0.1383709220 80.8312893255
86 78.3157948194 -7.5948511046 -4.5424697597 0.1762203114 0.0102847377 0.4196600238 82.4608231686
87 70.7605032408 -7.1920706990 -4.3628685863 0.5580220474 0.3928037355 -0.6353953673 71.4243767850
88 64.1857575032 -6.8236794530 -4.1979943099 0.3183571515 0.4690694906 -0.3135776849 68.2728796719
89 58.4326647392 -6.4855174093 -4.0460757126 0.5695799621 -0.2508011109 0.7118137150 61.5091991281
90 53.3729473569 -6.1740680715 -3.9056152915 0.1612665305 -0.2626117740 0.3038117618 52.6645916743
91 48.9021624365 -5.8863386674 -3.7753383331 0.0671221026 0.1910763878 -0.1749626148 49.8976790661
92 44.9346058040 -5.6197661890 -3.6541529504 0.1073976823 -0.2009338664 -0.2588885159 40.8915643209
93 41.3994396675 -5.3721429586 -3.5411184250 0.0574670528 -0.0166631062 0.2391430403 42.9715411954
94 38.2377198229 -5.1415571458 -3.4354199072 0.1275455194 -0.2609332560 -0.2438428907 34.0066534063
95 35.4000917401 -4.9263448455 -3.3363480339 0.5744771709 -0.7043366802 0.2799768059 30.9031582950
96 32.8449892389 -4.7250511773 -3.2432823822 0.0208045518 -0.0190130314 0.1429792169 33.6135626483
97 30.5372145118 -4.5363984860 -3.1556779443 1.1644335102 -0.7596362194 0.7664113285 29.6467174820
98 28.4468101400 -4.3592601746 -3.0730539972 0.1876256112 -0.2620624409 -0.3448896756 24.2299098354
99 26.5481566027 -4.1926390404 -2.9949848881 0.1135233387 -0.3145237587 0.1208227790 24.7480355566
100 24.8192453157 -4.0356492341 -2.9210923599 0.0765359772 -0.1615039521 -0.2246162297 22.2799851861
101 23.2410893369 -3.8875011555 -2.8510391268 1.0545494108 1.0000000000 0.2335581530 33.4024079241
102 21.7972428070 -3.7474887419 -2.7845234667 0.7051079173 -0.3401593066 -0.7677236244 15.6773754843
103 20.4734068465 -3.6149787185 -2.7212746482 0.5824621652 -0.6509598071 0.3983886227 18.5177070311
104 19.2571046289 -3.4894014673 -2.6610490466 0.5747457500 0.4965971862 0.5728324229 26.3461746247
105 18.1374121331 -3.3702432359 -2.6036268288 0.8256818886 -0.7409588916 -0.5259865108 11.2297254545
106 17.1047339639 -3.2570394631 -2.5488091141 0.0608550740 0.1843012787 -0.1639759514 17.5302553148
107 16.1506158477 -3.1493690385 -2.4964155317 1.4827439754 -1.0000305185 -0.6947538682 7.8656408233
108 15.2675871255 -3.0468493480 -2.4462821129 0.0229231895 0.0686361278 -0.1349528489 15.0484927168
109 14.4490278984 -2.9491319810 -2.3982594641 2.0000000000 1.0000000000 1.0000000000 27.1438107886
110 13.6890565286 -2.8558989993 -2.3522111798 0.0630870689 -0.1131931516 -0.2242194891 12.0507840024
111 12.9824340196 -2.7668596847 -2.3080124577 0.0145020069 -0.0123905148 0.1197851497 13.4813016300
112 12.3244824529 -2.6817476927 -2.2655488884 0.0691261098 0.1254005554 0.2310861538 14.1132678206
113 11.7110151770 -2.6003185573 -2.2247153925 0.1083186489 -0.1746269112 -0.2789696951 9.6699062807
114 11.1382768604 -2.5223474950 -2.1854152866 0.0835943812 0.0477004303 0.2851649525 12.7089130564
115 10.6028918522 -2.4476274683 -2.1475594587 0.1965767924 0.4355296487 0.0830103458 13.2880366141
116 10.1018195673 -2.3759674732 -2.1110656394 0.0170467851 0.0030518509 -0.1305276650 9.5822636123
